# -----------------------------------------------------------------------
# [y] hybris Platform
#
# Copyright (c) 2018 SAP SE or an SAP affiliate company.  All rights reserved.
#
# This software is the confidential and proprietary information of SAP
# ("Confidential Information"). You shall not disclose such Confidential
# Information and shall use it only in accordance with the terms of the
# license agreement you entered into with SAP.
# -----------------------------------------------------------------------
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,898520,6,832386,8,847942,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,832382,6,832386,8,847942,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,898520,6,832386,8,847942,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,832382,6,784343,8,847942,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,898520,6,784343,8,847942,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,832382,6,784343,8,847942,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,898520,6,784343,8,847942,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,832382,6,493683,8,847942,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,898520,6,493683,8,847942,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,832382,6,493683,8,847942,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,898520,6,493683,8,847942,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,832382,6,832386,8,278688,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,898520,6,832386,8,278688,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,832382,6,832386,8,278688,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,898520,6,832386,8,278688,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,832382,6,784343,8,278688,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,898520,6,784343,8,278688,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,832382,6,784343,8,278688,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,898520,6,784343,8,278688,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,832382,6,493683,8,278688,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,898520,6,493683,8,278688,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,832382,6,493683,8,278688,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,898520,6,493683,8,278688,9,824267
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,832382,6,832386,8,847942,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,898520,6,832386,8,847942,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,832382,6,832386,8,847942,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,898520,6,832386,8,847942,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,832382,6,784343,8,847942,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,898520,6,784343,8,847942,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,832382,6,784343,8,847942,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,898520,6,784343,8,847942,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,832382,6,493683,8,847942,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,898520,6,493683,8,847942,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,832382,6,493683,8,847942,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,898520,6,493683,8,847942,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,832382,6,832386,8,278688,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,898520,6,832386,8,278688,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,832382,6,832386,8,278688,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,898520,6,832386,8,278688,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,832382,6,784343,8,278688,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,898520,6,784343,8,278688,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,832382,6,784343,8,278688,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,898520,6,784343,8,278688,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,832382,6,493683,8,278688,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/EOS450D-%2B-18-55-IS-Kit/p/1382080,ProDSLRComponent,1382080,5,898520,6,493683,8,278688,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,832382,6,493683,8,278688,9,805693
Open-Catalogue/Cameras/Digital-Cameras/Digital-SLR/DSLR-A330-%2B-DT-18---55-mm/p/2934302,ProDSLRComponent,2934302,5,898520,6,493683,8,278688,9,805693
